hf_index,nodes,edges,temporal_edges,similarity_edges,similarity_edges_per_node,segmentation_mode
1347,9,52,16,36,4.0,beat_2
1348,9,54,16,38,4.222222222222222,beat_2
1349,10,58,18,40,4.0,beat_2
1350,10,54,18,36,3.6,beat_2
1351,11,66,20,46,4.181818181818182,beat_2
1352,10,60,18,42,4.2,beat_2
1353,8,46,14,32,4.0,beat_2
1354,7,36,12,24,3.4285714285714284,beat_2
1355,10,56,18,38,3.8,beat_2
1356,10,56,18,38,3.8,beat_2
1357,11,64,20,44,4.0,beat_2
1358,14,86,26,60,4.285714285714286,beat_2
1359,9,54,16,38,4.222222222222222,beat_2
1360,10,60,18,42,4.2,beat_2
1361,12,72,22,50,4.166666666666667,beat_2
1362,9,52,16,36,4.0,beat_2
1363,10,62,18,44,4.4,beat_2
1364,16,92,30,62,3.875,beat_2
1365,9,52,16,36,4.0,beat_2
1366,11,62,20,42,3.8181818181818183,beat_2
1367,11,66,20,46,4.181818181818182,beat_2
1368,7,40,12,28,4.0,beat_2
1369,8,44,14,30,3.75,beat_2
1370,6,30,10,20,3.3333333333333335,beat_2
1371,15,94,28,66,4.4,beat_2
1372,8,44,14,30,3.75,beat_2
1373,11,64,20,44,4.0,beat_2
1374,10,60,18,42,4.2,beat_2
1375,10,62,18,44,4.4,beat_2
1376,10,52,18,34,3.4,beat_2
1377,7,38,12,26,3.7142857142857144,beat_2
1378,9,48,16,32,3.5555555555555554,beat_2
1379,11,64,20,44,4.0,beat_2
1380,13,84,24,60,4.615384615384615,beat_2
1381,8,48,14,34,4.25,beat_2
1382,14,82,26,56,4.0,beat_2
1383,12,68,22,46,3.8333333333333335,beat_2
1384,7,38,12,26,3.7142857142857144,beat_2
1385,6,30,10,20,3.3333333333333335,beat_2
1386,9,52,16,36,4.0,beat_2
1387,8,46,14,32,4.0,beat_2
1388,11,66,20,46,4.181818181818182,beat_2
1389,11,66,20,46,4.181818181818182,beat_2
1390,9,50,16,34,3.7777777777777777,beat_2
1391,6,30,10,20,3.3333333333333335,beat_2
1392,12,70,22,48,4.0,beat_2
1393,11,64,20,44,4.0,beat_2
1394,9,50,16,34,3.7777777777777777,beat_2
1395,10,58,18,40,4.0,beat_2
1396,12,60,22,38,3.1666666666666665,beat_2
1397,7,40,12,28,4.0,beat_2
1398,10,60,18,42,4.2,beat_2
1399,13,82,24,58,4.461538461538462,beat_2
1400,10,60,18,42,4.2,beat_2
1401,10,60,18,42,4.2,fixed_1s
1402,11,68,20,48,4.363636363636363,beat_2
1403,12,78,22,56,4.666666666666667,beat_2
1404,11,60,20,40,3.6363636363636362,beat_2
1405,10,58,18,40,4.0,fixed_1s
1406,10,56,18,38,3.8,beat_2
1407,9,54,16,38,4.222222222222222,beat_2
1408,14,86,26,60,4.285714285714286,beat_2
1409,11,64,20,44,4.0,beat_2
1410,9,52,16,36,4.0,beat_2
1411,13,74,24,50,3.8461538461538463,beat_2
1412,13,76,24,52,4.0,beat_2
1413,5,20,8,12,2.4,beat_2
1414,13,76,24,52,4.0,beat_2
1415,10,56,18,38,3.8,beat_2
1416,11,70,20,50,4.545454545454546,beat_2
1417,10,56,18,38,3.8,beat_2
1418,8,44,14,30,3.75,beat_2
1419,11,66,20,46,4.181818181818182,beat_2
1420,15,84,28,56,3.7333333333333334,beat_2
1421,9,50,16,34,3.7777777777777777,beat_2
1422,11,62,20,42,3.8181818181818183,beat_2
1423,13,80,24,56,4.3076923076923075,beat_2
1424,5,20,8,12,2.4,beat_2
1425,17,104,32,72,4.235294117647059,beat_2
1426,10,58,18,40,4.0,beat_2
1427,8,48,14,34,4.25,beat_2
1428,10,62,18,44,4.4,beat_2
1429,11,62,20,42,3.8181818181818183,beat_2
1430,10,62,18,44,4.4,beat_2
1431,12,66,22,44,3.6666666666666665,beat_2
1432,13,82,24,58,4.461538461538462,beat_2
1433,7,38,12,26,3.7142857142857144,beat_2
1434,10,58,18,40,4.0,beat_2
1435,8,46,14,32,4.0,beat_2
1436,7,38,12,26,3.7142857142857144,beat_2
1437,10,64,18,46,4.6,beat_2
1438,6,28,10,18,3.0,beat_2
1439,9,50,16,34,3.7777777777777777,beat_2
1440,9,54,16,38,4.222222222222222,beat_2
1441,7,38,12,26,3.7142857142857144,beat_2
1442,12,64,22,42,3.5,beat_2
1443,13,72,24,48,3.6923076923076925,beat_2
1444,14,82,26,56,4.0,beat_2
1445,10,64,18,46,4.6,beat_2
1446,11,68,20,48,4.363636363636363,beat_2
1447,10,62,18,44,4.4,beat_2
1448,9,50,16,34,3.7777777777777777,beat_2
1449,11,66,20,46,4.181818181818182,beat_2
1450,6,28,10,18,3.0,beat_2
1451,10,62,18,44,4.4,beat_2
1452,17,104,32,72,4.235294117647059,beat_2
1453,9,54,16,38,4.222222222222222,beat_2
1454,8,44,14,30,3.75,beat_2
1455,8,44,14,30,3.75,beat_2
1456,9,50,16,34,3.7777777777777777,beat_2
1457,7,36,12,24,3.4285714285714284,beat_2
1458,10,58,18,40,4.0,fixed_1s
1459,10,60,18,42,4.2,beat_2
1460,8,48,14,34,4.25,beat_2
1461,8,42,14,28,3.5,beat_2
1462,10,56,18,38,3.8,beat_2
1463,13,70,24,46,3.5384615384615383,beat_2
1464,10,62,18,44,4.4,beat_2
1465,12,70,22,48,4.0,beat_2
1466,13,80,24,56,4.3076923076923075,beat_2
1467,7,36,12,24,3.4285714285714284,beat_2
1468,6,28,10,18,3.0,beat_2
1469,11,62,20,42,3.8181818181818183,beat_2
1470,10,58,18,40,4.0,beat_2
1471,12,72,22,50,4.166666666666667,beat_2
1472,11,70,20,50,4.545454545454546,beat_2
1473,7,40,12,28,4.0,beat_2
1474,9,52,16,36,4.0,beat_2
1475,11,64,20,44,4.0,beat_2
1476,12,68,22,46,3.8333333333333335,beat_2
1477,11,68,20,48,4.363636363636363,beat_2
1478,12,72,22,50,4.166666666666667,beat_2
1479,5,20,8,12,2.4,beat_2
1480,7,36,12,24,3.4285714285714284,beat_2
1481,8,46,14,32,4.0,beat_2
1482,7,38,12,26,3.7142857142857144,beat_2
1483,8,46,14,32,4.0,beat_2
1484,9,56,16,40,4.444444444444445,beat_2
1485,11,66,20,46,4.181818181818182,beat_2
1486,9,56,16,40,4.444444444444445,beat_2
1487,10,56,18,38,3.8,beat_2
1488,13,76,24,52,4.0,beat_2
1489,11,66,20,46,4.181818181818182,beat_2
1490,8,48,14,34,4.25,beat_2
1491,12,74,22,52,4.333333333333333,beat_2
1492,9,54,16,38,4.222222222222222,beat_2
1493,10,62,18,44,4.4,fixed_1s
1494,9,50,16,34,3.7777777777777777,beat_2
1495,14,82,26,56,4.0,beat_2
1496,12,74,22,52,4.333333333333333,beat_2
1497,13,76,24,52,4.0,beat_2
1498,7,36,12,24,3.4285714285714284,beat_2
1499,7,38,12,26,3.7142857142857144,beat_2
1500,11,64,20,44,4.0,beat_2
1501,10,60,18,42,4.2,beat_2
1502,8,44,14,30,3.75,beat_2
1503,11,60,20,40,3.6363636363636362,beat_2
1504,11,68,20,48,4.363636363636363,beat_2
1505,11,66,20,46,4.181818181818182,beat_2
1506,8,44,14,30,3.75,beat_2
1507,11,66,20,46,4.181818181818182,beat_2
1508,14,86,26,60,4.285714285714286,beat_2
1509,9,48,16,32,3.5555555555555554,beat_2
1510,6,30,10,20,3.3333333333333335,beat_2
1511,7,36,12,24,3.4285714285714284,beat_2
1512,11,64,20,44,4.0,beat_2
1513,11,70,20,50,4.545454545454546,beat_2
1514,6,30,10,20,3.3333333333333335,beat_2
1515,9,52,16,36,4.0,beat_2
1516,9,52,16,36,4.0,beat_2
1517,8,46,14,32,4.0,beat_2
1518,11,58,20,38,3.4545454545454546,beat_2
1519,10,54,18,36,3.6,beat_2
1520,10,62,18,44,4.4,fixed_1s
1521,8,44,14,30,3.75,beat_2
1522,7,38,12,26,3.7142857142857144,beat_2
1523,6,30,10,20,3.3333333333333335,beat_2
1524,11,62,20,42,3.8181818181818183,beat_2
1525,8,46,14,32,4.0,beat_2
1526,7,38,12,26,3.7142857142857144,beat_2
1527,9,50,16,34,3.7777777777777777,beat_2
1528,10,64,18,46,4.6,beat_2
1529,10,54,18,36,3.6,beat_2
1530,10,60,18,42,4.2,beat_2
1531,11,68,20,48,4.363636363636363,beat_2
1532,10,64,18,46,4.6,fixed_1s
1533,9,52,16,36,4.0,beat_2
1534,11,64,20,44,4.0,beat_2
1535,10,58,18,40,4.0,beat_2
1536,9,54,16,38,4.222222222222222,beat_2
1537,8,44,14,30,3.75,beat_2
1538,9,44,16,28,3.111111111111111,beat_2
1539,5,20,8,12,2.4,beat_2
1540,9,52,16,36,4.0,beat_2
1541,6,30,10,20,3.3333333333333335,beat_2
1542,6,30,10,20,3.3333333333333335,beat_2
1543,7,38,12,26,3.7142857142857144,beat_2
1544,9,52,16,36,4.0,beat_2
1545,10,62,18,44,4.4,beat_2
1546,10,54,18,36,3.6,beat_2
1547,9,52,16,36,4.0,beat_2
1548,13,76,24,52,4.0,beat_2
1549,10,62,18,44,4.4,beat_2
1550,13,78,24,54,4.153846153846154,beat_2
1551,11,66,20,46,4.181818181818182,beat_2
1552,11,66,20,46,4.181818181818182,beat_2
1553,10,62,18,44,4.4,beat_2
1554,14,88,26,62,4.428571428571429,beat_2
1555,8,46,14,32,4.0,beat_2
1556,11,62,20,42,3.8181818181818183,beat_2
1557,7,38,12,26,3.7142857142857144,beat_2
1558,10,60,18,42,4.2,beat_2
1559,14,84,26,58,4.142857142857143,beat_2
1560,7,36,12,24,3.4285714285714284,beat_2
1561,11,66,20,46,4.181818181818182,beat_2
1562,13,80,24,56,4.3076923076923075,beat_2
1563,9,52,16,36,4.0,beat_2
1564,9,52,16,36,4.0,beat_2
1565,11,62,20,42,3.8181818181818183,beat_2
1566,8,44,14,30,3.75,beat_2
1567,10,56,18,38,3.8,beat_2
1568,7,36,12,24,3.4285714285714284,beat_2
1569,14,76,26,50,3.5714285714285716,beat_2
1570,10,58,18,40,4.0,beat_2
1571,15,96,28,68,4.533333333333333,beat_2
1572,13,74,24,50,3.8461538461538463,beat_2
1573,7,38,12,26,3.7142857142857144,beat_2
1574,9,50,16,34,3.7777777777777777,beat_2
1575,11,60,20,40,3.6363636363636362,beat_2
1576,8,44,14,30,3.75,beat_2
1577,7,40,12,28,4.0,beat_2
1578,7,38,12,26,3.7142857142857144,beat_2
1579,9,54,16,38,4.222222222222222,beat_2
1580,10,56,18,38,3.8,fixed_1s
1581,9,54,16,38,4.222222222222222,beat_2
1582,10,60,18,42,4.2,beat_2
1583,8,42,14,28,3.5,beat_2
1584,10,62,18,44,4.4,beat_2
1585,5,20,8,12,2.4,beat_2
1586,8,46,14,32,4.0,beat_2
1587,9,50,16,34,3.7777777777777777,beat_2
1588,9,52,16,36,4.0,beat_2
1589,10,60,18,42,4.2,fixed_1s
1590,8,44,14,30,3.75,beat_2
1591,7,38,12,26,3.7142857142857144,beat_2
1592,8,46,14,32,4.0,beat_2
1593,7,38,12,26,3.7142857142857144,beat_2
1594,7,38,12,26,3.7142857142857144,beat_2
1595,12,66,22,44,3.6666666666666665,beat_2
1596,8,46,14,32,4.0,beat_2
1597,9,52,16,36,4.0,beat_2
1598,9,52,16,36,4.0,beat_2
1599,9,54,16,38,4.222222222222222,beat_2
1600,12,72,22,50,4.166666666666667,beat_2
1601,10,62,18,44,4.4,beat_2
1602,9,52,16,36,4.0,beat_2
1603,10,56,18,38,3.8,beat_2
1604,11,64,20,44,4.0,beat_2
1605,8,46,14,32,4.0,beat_2
1606,9,52,16,36,4.0,beat_2
1607,9,52,16,36,4.0,beat_2
1608,7,38,12,26,3.7142857142857144,beat_2
1609,10,60,18,42,4.2,beat_2
1610,14,92,26,66,4.714285714285714,beat_2
1611,10,56,18,38,3.8,beat_2
1612,11,62,20,42,3.8181818181818183,beat_2
1613,10,60,18,42,4.2,beat_2
1614,9,56,16,40,4.444444444444445,beat_2
1615,11,70,20,50,4.545454545454546,beat_2
1616,10,62,18,44,4.4,beat_2
1617,10,56,18,38,3.8,fixed_1s
1618,9,48,16,32,3.5555555555555554,beat_2
1619,11,64,20,44,4.0,beat_2
1620,13,74,24,50,3.8461538461538463,beat_2
1621,9,56,16,40,4.444444444444445,beat_2
1622,9,46,16,30,3.3333333333333335,beat_2
1623,15,102,28,74,4.933333333333334,beat_2
1624,14,90,26,64,4.571428571428571,beat_2
1625,8,46,14,32,4.0,beat_2
1626,10,60,18,42,4.2,beat_2
1627,14,82,26,56,4.0,beat_2
1628,9,50,16,34,3.7777777777777777,beat_2
1629,10,60,18,42,4.2,beat_2
1630,15,94,28,66,4.4,beat_2
1631,10,58,18,40,4.0,beat_2
1632,10,58,18,40,4.0,beat_2
1633,10,60,18,42,4.2,beat_2
1634,14,94,26,68,4.857142857142857,beat_2
1635,7,36,12,24,3.4285714285714284,beat_2
1636,10,60,18,42,4.2,beat_2
1637,12,74,22,52,4.333333333333333,beat_2
1638,9,52,16,36,4.0,beat_2
1639,8,44,14,30,3.75,beat_2
1640,11,66,20,46,4.181818181818182,beat_2
1641,9,54,16,38,4.222222222222222,beat_2
1642,9,52,16,36,4.0,beat_2
1643,16,104,30,74,4.625,beat_2
1644,5,20,8,12,2.4,beat_2
1645,11,68,20,48,4.363636363636363,beat_2
1646,8,46,14,32,4.0,beat_2
1647,7,38,12,26,3.7142857142857144,beat_2
1648,12,70,22,48,4.0,beat_2
1649,10,54,18,36,3.6,fixed_1s
1650,8,46,14,32,4.0,beat_2
1651,14,80,26,54,3.857142857142857,beat_2
1652,7,36,12,24,3.4285714285714284,beat_2
1653,11,66,20,46,4.181818181818182,beat_2
1654,9,52,16,36,4.0,beat_2
1655,15,96,28,68,4.533333333333333,beat_2
1656,10,60,18,42,4.2,beat_2
1657,10,58,18,40,4.0,fixed_1s
1658,10,58,18,40,4.0,beat_2
1659,10,62,18,44,4.4,fixed_1s
1660,12,74,22,52,4.333333333333333,beat_2
1661,10,56,18,38,3.8,beat_2
1662,11,68,20,48,4.363636363636363,beat_2
1663,11,62,20,42,3.8181818181818183,beat_2
1664,12,68,22,46,3.8333333333333335,beat_2
1665,12,72,22,50,4.166666666666667,beat_2
1666,9,52,16,36,4.0,beat_2
1667,8,44,14,30,3.75,beat_2
1668,12,76,22,54,4.5,beat_2
1669,9,56,16,40,4.444444444444445,beat_2
1670,9,54,16,38,4.222222222222222,beat_2
1671,12,70,22,48,4.0,beat_2
1672,8,46,14,32,4.0,beat_2
1673,11,60,20,40,3.6363636363636362,beat_2
1674,9,52,16,36,4.0,beat_2
1675,15,86,28,58,3.8666666666666667,beat_2
1676,12,72,22,50,4.166666666666667,beat_2
1677,9,54,16,38,4.222222222222222,beat_2
1678,10,64,18,46,4.6,fixed_1s
1679,17,104,32,72,4.235294117647059,beat_2
1680,12,68,22,46,3.8333333333333335,beat_2
1681,7,36,12,24,3.4285714285714284,beat_2
1682,6,30,10,20,3.3333333333333335,beat_2
1683,12,70,22,48,4.0,beat_2
1684,10,56,18,38,3.8,fixed_1s
1685,9,54,16,38,4.222222222222222,beat_2
1686,10,54,18,36,3.6,fixed_1s
1687,11,68,20,48,4.363636363636363,beat_2
1688,6,30,10,20,3.3333333333333335,beat_2
1689,8,46,14,32,4.0,beat_2
1690,8,44,14,30,3.75,beat_2
1691,9,52,16,36,4.0,beat_2
1692,14,86,26,60,4.285714285714286,beat_2
1693,9,50,16,34,3.7777777777777777,beat_2
1694,11,66,20,46,4.181818181818182,beat_2
1695,10,58,18,40,4.0,beat_2
1696,12,64,22,42,3.5,beat_2
1697,11,66,20,46,4.181818181818182,beat_2
1698,10,56,18,38,3.8,beat_2
1699,9,52,16,36,4.0,beat_2
1700,11,64,20,44,4.0,beat_2
1701,10,62,18,44,4.4,beat_2
1702,9,54,16,38,4.222222222222222,beat_2
1703,11,64,20,44,4.0,beat_2
1704,11,64,20,44,4.0,beat_2
1705,10,58,18,40,4.0,beat_2
1706,9,54,16,38,4.222222222222222,beat_2
1707,10,56,18,38,3.8,beat_2
1708,13,74,24,50,3.8461538461538463,beat_2
1709,9,50,16,34,3.7777777777777777,beat_2
1710,10,62,18,44,4.4,fixed_1s
1711,13,78,24,54,4.153846153846154,beat_2
1712,11,70,20,50,4.545454545454546,beat_2
1713,6,30,10,20,3.3333333333333335,beat_2
1714,9,54,16,38,4.222222222222222,beat_2
1715,6,30,10,20,3.3333333333333335,beat_2
1716,17,102,32,70,4.117647058823529,beat_2
1717,13,74,24,50,3.8461538461538463,beat_2
1718,11,64,20,44,4.0,beat_2
1719,12,68,22,46,3.8333333333333335,beat_2
1720,14,86,26,60,4.285714285714286,beat_2
1721,8,44,14,30,3.75,beat_2
1722,5,20,8,12,2.4,beat_2
1723,12,74,22,52,4.333333333333333,beat_2
1724,11,58,20,38,3.4545454545454546,beat_2
1725,8,42,14,28,3.5,beat_2
1726,11,56,20,36,3.272727272727273,beat_2
1727,11,64,20,44,4.0,beat_2
1728,15,84,28,56,3.7333333333333334,beat_2
1729,13,72,24,48,3.6923076923076925,beat_2
1730,6,30,10,20,3.3333333333333335,beat_2
1731,9,54,16,38,4.222222222222222,beat_2
1732,10,56,18,38,3.8,beat_2
1733,8,44,14,30,3.75,beat_2
1734,13,82,24,58,4.461538461538462,beat_2
1735,8,44,14,30,3.75,beat_2
1736,6,30,10,20,3.3333333333333335,beat_2
1737,11,62,20,42,3.8181818181818183,beat_2
1738,8,42,14,28,3.5,beat_2
1739,10,62,18,44,4.4,beat_2
1740,14,90,26,64,4.571428571428571,beat_2
1741,13,76,24,52,4.0,beat_2
1742,15,92,28,64,4.266666666666667,beat_2
1743,12,72,22,50,4.166666666666667,beat_2
1744,11,68,20,48,4.363636363636363,beat_2
1745,8,44,14,30,3.75,beat_2
1746,10,60,18,42,4.2,beat_2
1747,10,58,18,40,4.0,beat_2
1748,10,60,18,42,4.2,beat_2
1749,8,46,14,32,4.0,beat_2
1750,13,80,24,56,4.3076923076923075,beat_2
1751,8,44,14,30,3.75,beat_2
1752,12,70,22,48,4.0,beat_2
1753,9,56,16,40,4.444444444444445,beat_2
1754,9,54,16,38,4.222222222222222,beat_2
1755,12,68,22,46,3.8333333333333335,beat_2
1756,8,46,14,32,4.0,beat_2
1757,8,48,14,34,4.25,beat_2
1758,12,66,22,44,3.6666666666666665,beat_2
1759,15,92,28,64,4.266666666666667,beat_2
1760,8,44,14,30,3.75,beat_2
1761,10,56,18,38,3.8,beat_2
1762,13,80,24,56,4.3076923076923075,beat_2
1763,5,20,8,12,2.4,beat_2
1764,8,46,14,32,4.0,beat_2
1765,6,30,10,20,3.3333333333333335,beat_2
1766,10,62,18,44,4.4,beat_2
1767,10,60,18,42,4.2,fixed_1s
1768,8,42,14,28,3.5,beat_2
1769,5,20,8,12,2.4,beat_2
1770,10,58,18,40,4.0,beat_2
1771,9,50,16,34,3.7777777777777777,beat_2
1772,9,54,16,38,4.222222222222222,beat_2
1773,8,44,14,30,3.75,beat_2
1774,9,52,16,36,4.0,beat_2
1775,10,56,18,38,3.8,beat_2
1776,10,54,18,36,3.6,beat_2
1777,12,72,22,50,4.166666666666667,beat_2
1778,13,76,24,52,4.0,beat_2
1779,11,66,20,46,4.181818181818182,beat_2
1780,8,46,14,32,4.0,beat_2
1781,10,56,18,38,3.8,beat_2
1782,10,64,18,46,4.6,beat_2
1783,10,56,18,38,3.8,beat_2
1784,9,56,16,40,4.444444444444445,beat_2
1785,5,20,8,12,2.4,beat_2
1786,14,78,26,52,3.7142857142857144,beat_2
1787,10,60,18,42,4.2,beat_2
1788,9,50,16,34,3.7777777777777777,beat_2
1789,10,60,18,42,4.2,fixed_1s
1790,5,20,8,12,2.4,beat_2
1791,12,78,22,56,4.666666666666667,beat_2
1792,10,54,18,36,3.6,beat_2
1793,8,44,14,30,3.75,beat_2
1794,8,44,14,30,3.75,beat_2
1795,6,30,10,20,3.3333333333333335,beat_2
1796,6,28,10,18,3.0,beat_2
1797,8,44,14,30,3.75,beat_2
1798,7,38,12,26,3.7142857142857144,beat_2
1799,14,82,26,56,4.0,beat_2
1800,14,78,26,52,3.7142857142857144,beat_2
1801,8,44,14,30,3.75,beat_2
1802,10,52,18,34,3.4,fixed_1s
1803,9,54,16,38,4.222222222222222,beat_2
1804,6,28,10,18,3.0,beat_2
1805,10,54,18,36,3.6,beat_2
1806,11,66,20,46,4.181818181818182,beat_2
1807,6,30,10,20,3.3333333333333335,beat_2
1808,10,58,18,40,4.0,beat_2
1809,11,66,20,46,4.181818181818182,beat_2
1810,9,54,16,38,4.222222222222222,beat_2
1811,7,38,12,26,3.7142857142857144,beat_2
1812,12,68,22,46,3.8333333333333335,beat_2
1813,8,46,14,32,4.0,beat_2
1814,8,44,14,30,3.75,beat_2
1815,10,52,18,34,3.4,beat_2
1816,6,30,10,20,3.3333333333333335,beat_2
1817,13,82,24,58,4.461538461538462,beat_2
1818,10,58,18,40,4.0,fixed_1s
1819,8,48,14,34,4.25,beat_2
1820,11,70,20,50,4.545454545454546,beat_2
1821,11,64,20,44,4.0,beat_2
1822,9,52,16,36,4.0,beat_2
1823,9,50,16,34,3.7777777777777777,beat_2
1824,8,44,14,30,3.75,beat_2
1825,9,48,16,32,3.5555555555555554,beat_2
1826,8,46,14,32,4.0,beat_2
1827,9,52,16,36,4.0,beat_2
1828,11,72,20,52,4.7272727272727275,beat_2
1829,11,66,20,46,4.181818181818182,beat_2
1830,9,52,16,36,4.0,beat_2
1831,7,40,12,28,4.0,beat_2
1832,11,68,20,48,4.363636363636363,beat_2
1833,9,52,16,36,4.0,beat_2
1834,10,58,18,40,4.0,fixed_1s
1835,8,48,14,34,4.25,beat_2
1836,11,60,20,40,3.6363636363636362,beat_2
1837,10,52,18,34,3.4,beat_2
1838,8,46,14,32,4.0,beat_2
1839,10,60,18,42,4.2,beat_2
1840,13,76,24,52,4.0,beat_2
1841,9,50,16,34,3.7777777777777777,beat_2
1842,10,60,18,42,4.2,beat_2
1843,8,44,14,30,3.75,beat_2
1844,7,38,12,26,3.7142857142857144,beat_2
1845,6,30,10,20,3.3333333333333335,beat_2
1846,11,68,20,48,4.363636363636363,beat_2
1847,10,66,18,48,4.8,fixed_1s
1848,12,68,22,46,3.8333333333333335,beat_2
1849,9,52,16,36,4.0,beat_2
1850,9,50,16,34,3.7777777777777777,beat_2
1851,8,44,14,30,3.75,beat_2
1852,13,78,24,54,4.153846153846154,beat_2
1853,8,44,14,30,3.75,beat_2
1854,9,50,16,34,3.7777777777777777,beat_2
1855,12,76,22,54,4.5,beat_2
1856,8,46,14,32,4.0,beat_2
1857,10,56,18,38,3.8,fixed_1s
1858,10,60,18,42,4.2,beat_2
1859,13,78,24,54,4.153846153846154,beat_2
1860,7,38,12,26,3.7142857142857144,beat_2
1861,9,50,16,34,3.7777777777777777,beat_2
1862,8,44,14,30,3.75,beat_2
1863,10,56,18,38,3.8,beat_2
1864,9,54,16,38,4.222222222222222,beat_2
1865,13,74,24,50,3.8461538461538463,beat_2
1866,6,30,10,20,3.3333333333333335,beat_2
1867,5,20,8,12,2.4,beat_2
1868,8,46,14,32,4.0,beat_2
1869,12,72,22,50,4.166666666666667,beat_2
1870,9,56,16,40,4.444444444444445,beat_2
1871,12,68,22,46,3.8333333333333335,beat_2
1872,14,88,26,62,4.428571428571429,beat_2
1873,10,62,18,44,4.4,beat_2
1874,9,52,16,36,4.0,beat_2
1875,10,58,18,40,4.0,beat_2
1876,16,92,30,62,3.875,beat_2
1877,10,60,18,42,4.2,beat_2
1878,9,50,16,34,3.7777777777777777,beat_2
1879,12,66,22,44,3.6666666666666665,beat_2
1880,5,20,8,12,2.4,beat_2
1881,10,60,18,42,4.2,beat_2
1882,8,44,14,30,3.75,beat_2
1883,8,44,14,30,3.75,beat_2
1884,7,38,12,26,3.7142857142857144,beat_2
1885,11,60,20,40,3.6363636363636362,beat_2
1886,10,58,18,40,4.0,beat_2
1887,10,60,18,42,4.2,beat_2
1888,10,58,18,40,4.0,beat_2
1889,13,70,24,46,3.5384615384615383,beat_2
1890,8,48,14,34,4.25,beat_2
1891,14,86,26,60,4.285714285714286,beat_2
1892,10,58,18,40,4.0,beat_2
1893,10,56,18,38,3.8,beat_2
1894,10,54,18,36,3.6,beat_2
1895,9,52,16,36,4.0,beat_2
1896,6,30,10,20,3.3333333333333335,beat_2
1897,10,62,18,44,4.4,beat_2
1898,7,36,12,24,3.4285714285714284,beat_2
1899,7,38,12,26,3.7142857142857144,beat_2
1900,8,46,14,32,4.0,beat_2
1901,10,58,18,40,4.0,beat_2
1902,11,64,20,44,4.0,beat_2
1903,7,38,12,26,3.7142857142857144,beat_2
1904,10,58,18,40,4.0,beat_2
1905,8,42,14,28,3.5,beat_2
1906,14,82,26,56,4.0,beat_2
1907,10,56,18,38,3.8,beat_2
1908,6,28,10,18,3.0,beat_2
1909,11,72,20,52,4.7272727272727275,beat_2
1910,6,30,10,20,3.3333333333333335,beat_2
1911,8,42,14,28,3.5,beat_2
1912,15,86,28,58,3.8666666666666667,beat_2
1913,10,58,18,40,4.0,beat_2
1914,9,52,16,36,4.0,beat_2
1915,9,50,16,34,3.7777777777777777,beat_2
1916,11,68,20,48,4.363636363636363,beat_2
1917,14,86,26,60,4.285714285714286,beat_2
1918,10,60,18,42,4.2,beat_2
1919,11,64,20,44,4.0,beat_2
1920,8,46,14,32,4.0,beat_2
1921,10,56,18,38,3.8,beat_2
1922,13,70,24,46,3.5384615384615383,beat_2
1923,8,38,14,24,3.0,beat_2
1924,6,30,10,20,3.3333333333333335,beat_2
1925,6,30,10,20,3.3333333333333335,beat_2
1926,12,70,22,48,4.0,beat_2
1927,10,58,18,40,4.0,beat_2
1928,7,38,12,26,3.7142857142857144,beat_2
1929,9,52,16,36,4.0,beat_2
1930,6,30,10,20,3.3333333333333335,beat_2
1931,10,62,18,44,4.4,beat_2
1932,6,30,10,20,3.3333333333333335,beat_2
1933,10,58,18,40,4.0,beat_2
1934,10,58,18,40,4.0,beat_2
1935,11,64,20,44,4.0,beat_2
1936,6,30,10,20,3.3333333333333335,beat_2
1937,10,58,18,40,4.0,beat_2
1938,11,68,20,48,4.363636363636363,beat_2
1939,14,82,26,56,4.0,beat_2
1940,8,46,14,32,4.0,beat_2
1941,8,44,14,30,3.75,beat_2
1942,11,68,20,48,4.363636363636363,beat_2
1943,17,102,32,70,4.117647058823529,beat_2
1944,8,46,14,32,4.0,beat_2
1945,10,56,18,38,3.8,beat_2
1946,8,46,14,32,4.0,beat_2
1947,9,50,16,34,3.7777777777777777,beat_2
1948,11,66,20,46,4.181818181818182,beat_2
1949,11,66,20,46,4.181818181818182,beat_2
1950,10,62,18,44,4.4,beat_2
1951,14,86,26,60,4.285714285714286,beat_2
1952,6,30,10,20,3.3333333333333335,beat_2
1953,10,58,18,40,4.0,beat_2
1954,8,46,14,32,4.0,beat_2
1955,12,70,22,48,4.0,beat_2
1956,10,58,18,40,4.0,beat_2
1957,9,52,16,36,4.0,beat_2
1958,10,64,18,46,4.6,beat_2
1959,5,20,8,12,2.4,beat_2
1960,11,64,20,44,4.0,beat_2
1961,8,44,14,30,3.75,beat_2
1962,10,56,18,38,3.8,beat_2
1963,9,52,16,36,4.0,beat_2
1964,7,38,12,26,3.7142857142857144,beat_2
1965,9,52,16,36,4.0,beat_2
1966,10,58,18,40,4.0,beat_2
1967,9,50,16,34,3.7777777777777777,beat_2
1968,12,76,22,54,4.5,beat_2
1969,9,50,16,34,3.7777777777777777,beat_2
1970,10,64,18,46,4.6,beat_2
1971,5,20,8,12,2.4,beat_2
1972,10,58,18,40,4.0,beat_2
1973,10,58,18,40,4.0,beat_2
1974,10,52,18,34,3.4,beat_2
1975,8,44,14,30,3.75,beat_2
1976,11,64,20,44,4.0,beat_2
1977,11,68,20,48,4.363636363636363,beat_2
