hf_index,nodes,edges,temporal_edges,similarity_edges,similarity_edges_per_node,segmentation_mode
2686,10,58,18,40,4.0,beat_2
2687,10,62,18,44,4.4,beat_2
2688,12,76,22,54,4.5,beat_2
2689,9,52,16,36,4.0,beat_2
2690,6,30,10,20,3.3333333333333335,beat_2
2691,11,66,20,46,4.181818181818182,beat_2
2692,9,48,16,32,3.5555555555555554,beat_2
2693,15,90,28,62,4.133333333333334,beat_2
2694,15,92,28,64,4.266666666666667,beat_2
2695,10,62,18,44,4.4,beat_2
2696,9,54,16,38,4.222222222222222,beat_2
2697,12,70,22,48,4.0,beat_2
2698,9,54,16,38,4.222222222222222,beat_2
2699,15,86,28,58,3.8666666666666667,beat_2
2700,12,70,22,48,4.0,beat_2
2701,8,46,14,32,4.0,beat_2
2702,8,44,14,30,3.75,beat_2
2703,9,52,16,36,4.0,beat_2
2704,13,78,24,54,4.153846153846154,beat_2
2705,10,60,18,42,4.2,beat_2
2706,8,42,14,28,3.5,beat_2
2707,13,82,24,58,4.461538461538462,beat_2
2708,9,54,16,38,4.222222222222222,beat_2
2709,8,44,14,30,3.75,beat_2
2710,9,52,16,36,4.0,beat_2
2711,14,78,26,52,3.7142857142857144,beat_2
2712,8,46,14,32,4.0,beat_2
2713,10,58,18,40,4.0,beat_2
2714,12,72,22,50,4.166666666666667,beat_2
2715,9,54,16,38,4.222222222222222,beat_2
2716,10,58,18,40,4.0,fixed_1s
2717,9,50,16,34,3.7777777777777777,beat_2
2718,12,74,22,52,4.333333333333333,beat_2
2719,8,42,14,28,3.5,beat_2
2720,6,28,10,18,3.0,beat_2
2721,9,54,16,38,4.222222222222222,beat_2
2722,7,38,12,26,3.7142857142857144,beat_2
2723,12,76,22,54,4.5,beat_2
2724,8,50,14,36,4.5,beat_2
2725,15,94,28,66,4.4,beat_2
2726,13,82,24,58,4.461538461538462,beat_2
2727,10,62,18,44,4.4,beat_2
2728,10,62,18,44,4.4,fixed_1s
2729,10,60,18,42,4.2,fixed_1s
2730,15,90,28,62,4.133333333333334,beat_2
2731,9,52,16,36,4.0,beat_2
2732,12,70,22,48,4.0,beat_2
2733,10,54,18,36,3.6,fixed_1s
2734,11,64,20,44,4.0,beat_2
2735,10,54,18,36,3.6,beat_2
2736,12,64,22,42,3.5,beat_2
2737,13,78,24,54,4.153846153846154,beat_2
2738,7,38,12,26,3.7142857142857144,beat_2
2739,10,56,18,38,3.8,beat_2
2740,8,44,14,30,3.75,beat_2
2741,10,60,18,42,4.2,fixed_1s
2742,9,52,16,36,4.0,beat_2
2743,7,38,12,26,3.7142857142857144,beat_2
2744,10,58,18,40,4.0,beat_2
2745,7,38,12,26,3.7142857142857144,beat_2
2746,10,54,18,36,3.6,beat_2
2747,7,38,12,26,3.7142857142857144,beat_2
2748,13,74,24,50,3.8461538461538463,beat_2
2749,11,66,20,46,4.181818181818182,beat_2
2750,11,66,20,46,4.181818181818182,beat_2
2751,8,40,14,26,3.25,beat_2
2752,11,60,20,40,3.6363636363636362,beat_2
2753,9,52,16,36,4.0,beat_2
2754,10,62,18,44,4.4,beat_2
2755,6,30,10,20,3.3333333333333335,beat_2
2756,10,60,18,42,4.2,beat_2
2757,9,50,16,34,3.7777777777777777,beat_2
2758,8,46,14,32,4.0,beat_2
2759,11,64,20,44,4.0,beat_2
2760,11,66,20,46,4.181818181818182,beat_2
2761,11,66,20,46,4.181818181818182,beat_2
2762,9,48,16,32,3.5555555555555554,beat_2
2763,12,74,22,52,4.333333333333333,beat_2
2764,12,66,22,44,3.6666666666666665,beat_2
2765,8,46,14,32,4.0,beat_2
2766,10,60,18,42,4.2,beat_2
2767,11,66,20,46,4.181818181818182,beat_2
2768,6,30,10,20,3.3333333333333335,beat_2
2769,7,38,12,26,3.7142857142857144,beat_2
2770,12,76,22,54,4.5,beat_2
2771,11,74,20,54,4.909090909090909,beat_2
2772,7,38,12,26,3.7142857142857144,beat_2
2773,16,100,30,70,4.375,beat_2
2774,10,56,18,38,3.8,beat_2
2775,11,60,20,40,3.6363636363636362,beat_2
2776,11,70,20,50,4.545454545454546,beat_2
2777,11,64,20,44,4.0,beat_2
2778,8,46,14,32,4.0,beat_2
2779,10,52,18,34,3.4,beat_2
2780,16,98,30,68,4.25,beat_2
2781,10,52,18,34,3.4,beat_2
2782,11,64,20,44,4.0,beat_2
2783,10,58,18,40,4.0,beat_2
2784,7,36,12,24,3.4285714285714284,beat_2
2785,9,52,16,36,4.0,beat_2
2786,5,20,8,12,2.4,beat_2
2787,10,60,18,42,4.2,beat_2
2788,11,62,20,42,3.8181818181818183,beat_2
2789,10,60,18,42,4.2,beat_2
2790,8,44,14,30,3.75,beat_2
2791,9,52,16,36,4.0,beat_2
2792,10,62,18,44,4.4,beat_2
2793,12,72,22,50,4.166666666666667,beat_2
2794,8,44,14,30,3.75,beat_2
2795,12,76,22,54,4.5,beat_2
2796,10,58,18,40,4.0,beat_2
2797,8,46,14,32,4.0,beat_2
2798,8,46,14,32,4.0,beat_2
2799,5,20,8,12,2.4,beat_2
2800,6,30,10,20,3.3333333333333335,beat_2
2801,16,92,30,62,3.875,beat_2
2802,7,38,12,26,3.7142857142857144,beat_2
2803,13,80,24,56,4.3076923076923075,beat_2
2804,7,38,12,26,3.7142857142857144,beat_2
2805,9,54,16,38,4.222222222222222,beat_2
2806,11,66,20,46,4.181818181818182,beat_2
2807,9,48,16,32,3.5555555555555554,beat_2
2808,10,56,18,38,3.8,beat_2
2809,10,60,18,42,4.2,beat_2
2810,11,66,20,46,4.181818181818182,beat_2
2811,10,62,18,44,4.4,beat_2
2812,7,38,12,26,3.7142857142857144,beat_2
2813,9,54,16,38,4.222222222222222,beat_2
2814,9,52,16,36,4.0,beat_2
2815,11,62,20,42,3.8181818181818183,beat_2
2816,15,86,28,58,3.8666666666666667,beat_2
2817,10,58,18,40,4.0,beat_2
2818,11,62,20,42,3.8181818181818183,beat_2
2819,8,46,14,32,4.0,beat_2
2820,11,66,20,46,4.181818181818182,beat_2
2821,8,44,14,30,3.75,beat_2
2822,11,64,20,44,4.0,beat_2
2823,8,48,14,34,4.25,beat_2
2824,13,74,24,50,3.8461538461538463,beat_2
2825,10,58,18,40,4.0,beat_2
2826,10,60,18,42,4.2,beat_2
2827,8,46,14,32,4.0,beat_2
2828,8,44,14,30,3.75,beat_2
2829,14,90,26,64,4.571428571428571,beat_2
2830,5,20,8,12,2.4,beat_2
2831,9,50,16,34,3.7777777777777777,beat_2
2832,8,42,14,28,3.5,beat_2
2833,7,38,12,26,3.7142857142857144,beat_2
2834,12,74,22,52,4.333333333333333,beat_2
2835,8,48,14,34,4.25,beat_2
2836,9,50,16,34,3.7777777777777777,beat_2
2837,8,44,14,30,3.75,beat_2
2838,12,64,22,42,3.5,beat_2
2839,7,36,12,24,3.4285714285714284,beat_2
2840,11,70,20,50,4.545454545454546,beat_2
2841,11,62,20,42,3.8181818181818183,beat_2
2842,10,58,18,40,4.0,beat_2
2843,10,56,18,38,3.8,fixed_1s
2844,9,52,16,36,4.0,beat_2
2845,16,102,30,72,4.5,beat_2
2846,7,38,12,26,3.7142857142857144,beat_2
2847,9,54,16,38,4.222222222222222,beat_2
2848,8,44,14,30,3.75,beat_2
2849,9,54,16,38,4.222222222222222,beat_2
2850,10,58,18,40,4.0,beat_2
2851,12,74,22,52,4.333333333333333,beat_2
2852,11,72,20,52,4.7272727272727275,beat_2
2853,11,58,20,38,3.4545454545454546,beat_2
2854,9,50,16,34,3.7777777777777777,beat_2
2855,8,46,14,32,4.0,beat_2
2856,7,40,12,28,4.0,beat_2
2857,10,58,18,40,4.0,beat_2
2858,7,40,12,28,4.0,beat_2
2859,10,56,18,38,3.8,beat_2
2860,11,66,20,46,4.181818181818182,beat_2
2861,7,36,12,24,3.4285714285714284,beat_2
2862,9,50,16,34,3.7777777777777777,beat_2
2863,10,60,18,42,4.2,beat_2
2864,9,50,16,34,3.7777777777777777,beat_2
2865,9,52,16,36,4.0,beat_2
2866,15,92,28,64,4.266666666666667,beat_2
2867,10,62,18,44,4.4,beat_2
2868,8,46,14,32,4.0,beat_2
2869,10,58,18,40,4.0,beat_2
2870,10,58,18,40,4.0,beat_2
2871,12,74,22,52,4.333333333333333,beat_2
2872,7,36,12,24,3.4285714285714284,beat_2
2873,6,30,10,20,3.3333333333333335,beat_2
2874,6,30,10,20,3.3333333333333335,beat_2
2875,10,58,18,40,4.0,fixed_1s
2876,12,74,22,52,4.333333333333333,beat_2
2877,13,74,24,50,3.8461538461538463,beat_2
2878,12,62,22,40,3.3333333333333335,beat_2
2879,10,62,18,44,4.4,fixed_1s
2880,9,54,16,38,4.222222222222222,beat_2
2881,14,80,26,54,3.857142857142857,beat_2
2882,9,54,16,38,4.222222222222222,beat_2
2883,13,86,24,62,4.769230769230769,beat_2
2884,10,62,18,44,4.4,beat_2
2885,10,58,18,40,4.0,beat_2
2886,10,56,18,38,3.8,beat_2
2887,7,36,12,24,3.4285714285714284,beat_2
2888,6,30,10,20,3.3333333333333335,beat_2
2889,9,52,16,36,4.0,beat_2
2890,11,62,20,42,3.8181818181818183,beat_2
2891,7,40,12,28,4.0,beat_2
2892,6,28,10,18,3.0,beat_2
2893,7,38,12,26,3.7142857142857144,beat_2
2894,11,66,20,46,4.181818181818182,beat_2
2895,7,40,12,28,4.0,beat_2
2896,9,54,16,38,4.222222222222222,beat_2
2897,10,64,18,46,4.6,beat_2
2898,7,38,12,26,3.7142857142857144,beat_2
2899,8,46,14,32,4.0,beat_2
2900,7,38,12,26,3.7142857142857144,beat_2
2901,7,38,12,26,3.7142857142857144,beat_2
2902,13,74,24,50,3.8461538461538463,beat_2
2903,7,38,12,26,3.7142857142857144,beat_2
2904,10,56,18,38,3.8,beat_2
2905,11,68,20,48,4.363636363636363,beat_2
2906,8,48,14,34,4.25,beat_2
2907,6,30,10,20,3.3333333333333335,beat_2
2908,13,78,24,54,4.153846153846154,beat_2
2909,9,56,16,40,4.444444444444445,beat_2
2910,13,82,24,58,4.461538461538462,beat_2
2911,8,46,14,32,4.0,beat_2
2912,9,56,16,40,4.444444444444445,beat_2
2913,5,20,8,12,2.4,beat_2
2914,7,38,12,26,3.7142857142857144,beat_2
2915,11,64,20,44,4.0,beat_2
2916,7,40,12,28,4.0,beat_2
2917,11,64,20,44,4.0,beat_2
2918,13,80,24,56,4.3076923076923075,beat_2
2919,10,60,18,42,4.2,fixed_1s
2920,6,30,10,20,3.3333333333333335,beat_2
2921,11,64,20,44,4.0,beat_2
2922,9,52,16,36,4.0,beat_2
2923,8,46,14,32,4.0,beat_2
2924,11,62,20,42,3.8181818181818183,beat_2
2925,16,98,30,68,4.25,beat_2
2926,11,62,20,42,3.8181818181818183,beat_2
2927,5,20,8,12,2.4,beat_2
2928,10,62,18,44,4.4,beat_2
2929,9,54,16,38,4.222222222222222,beat_2
2930,13,78,24,54,4.153846153846154,beat_2
2931,10,56,18,38,3.8,beat_2
2932,8,46,14,32,4.0,beat_2
2933,11,64,20,44,4.0,beat_2
2934,11,60,20,40,3.6363636363636362,beat_2
2935,12,68,22,46,3.8333333333333335,beat_2
2936,9,54,16,38,4.222222222222222,beat_2
2937,8,48,14,34,4.25,beat_2
2938,11,62,20,42,3.8181818181818183,beat_2
2939,11,68,20,48,4.363636363636363,beat_2
2940,12,70,22,48,4.0,beat_2
2941,10,56,18,38,3.8,fixed_1s
2942,5,20,8,12,2.4,beat_2
2943,11,64,20,44,4.0,beat_2
2944,11,66,20,46,4.181818181818182,beat_2
2945,13,80,24,56,4.3076923076923075,beat_2
2946,8,46,14,32,4.0,beat_2
2947,11,64,20,44,4.0,beat_2
2948,10,60,18,42,4.2,beat_2
2949,10,60,18,42,4.2,beat_2
2950,12,70,22,48,4.0,beat_2
2951,10,54,18,36,3.6,beat_2
2952,10,56,18,38,3.8,beat_2
2953,16,92,30,62,3.875,beat_2
2954,8,44,14,30,3.75,beat_2
2955,11,64,20,44,4.0,beat_2
2956,12,66,22,44,3.6666666666666665,beat_2
2957,11,70,20,50,4.545454545454546,beat_2
2958,9,48,16,32,3.5555555555555554,beat_2
2959,6,30,10,20,3.3333333333333335,beat_2
2960,13,78,24,54,4.153846153846154,beat_2
2961,8,46,14,32,4.0,beat_2
2962,7,36,12,24,3.4285714285714284,beat_2
2963,14,80,26,54,3.857142857142857,beat_2
2964,11,64,20,44,4.0,beat_2
2965,12,72,22,50,4.166666666666667,beat_2
2966,8,46,14,32,4.0,beat_2
2967,11,62,20,42,3.8181818181818183,beat_2
2968,10,60,18,42,4.2,beat_2
2969,9,50,16,34,3.7777777777777777,beat_2
2970,9,52,16,36,4.0,beat_2
2971,12,72,22,50,4.166666666666667,beat_2
2972,13,84,24,60,4.615384615384615,beat_2
2973,9,52,16,36,4.0,beat_2
2974,8,46,14,32,4.0,beat_2
2975,9,50,16,34,3.7777777777777777,beat_2
2976,11,66,20,46,4.181818181818182,beat_2
2977,11,66,20,46,4.181818181818182,beat_2
2978,9,52,16,36,4.0,beat_2
2979,5,20,8,12,2.4,beat_2
2980,7,36,12,24,3.4285714285714284,beat_2
2981,8,46,14,32,4.0,beat_2
2982,11,64,20,44,4.0,beat_2
2983,7,40,12,28,4.0,beat_2
2984,10,62,18,44,4.4,beat_2
2985,11,68,20,48,4.363636363636363,beat_2
2986,8,44,14,30,3.75,beat_2
2987,8,46,14,32,4.0,beat_2
2988,11,62,20,42,3.8181818181818183,beat_2
2989,10,52,18,34,3.4,beat_2
2990,10,56,18,38,3.8,beat_2
2991,9,50,16,34,3.7777777777777777,beat_2
2992,15,86,28,58,3.8666666666666667,beat_2
2993,7,38,12,26,3.7142857142857144,beat_2
2994,14,76,26,50,3.5714285714285716,beat_2
2995,7,38,12,26,3.7142857142857144,beat_2
2996,10,56,18,38,3.8,beat_2
2997,13,74,24,50,3.8461538461538463,beat_2
2998,5,20,8,12,2.4,beat_2
2999,9,54,16,38,4.222222222222222,beat_2
3000,9,52,16,36,4.0,beat_2
3001,14,84,26,58,4.142857142857143,beat_2
3002,18,116,34,82,4.555555555555555,beat_2
3003,12,74,22,52,4.333333333333333,beat_2
3004,10,62,18,44,4.4,beat_2
3005,17,106,32,74,4.352941176470588,beat_2
3006,10,60,18,42,4.2,beat_2
3007,11,62,20,42,3.8181818181818183,beat_2
3008,6,30,10,20,3.3333333333333335,beat_2
3009,7,38,12,26,3.7142857142857144,beat_2
3010,12,68,22,46,3.8333333333333335,beat_2
3011,10,58,18,40,4.0,beat_2
3012,11,66,20,46,4.181818181818182,beat_2
3013,9,52,16,36,4.0,beat_2
3014,10,58,18,40,4.0,beat_2
3015,8,44,14,30,3.75,beat_2
3016,7,36,12,24,3.4285714285714284,beat_2
3017,6,30,10,20,3.3333333333333335,beat_2
3018,11,70,20,50,4.545454545454546,beat_2
3019,7,38,12,26,3.7142857142857144,beat_2
3020,12,64,22,42,3.5,beat_2
3021,8,44,14,30,3.75,beat_2
3022,6,30,10,20,3.3333333333333335,beat_2
3023,6,30,10,20,3.3333333333333335,beat_2
3024,10,62,18,44,4.4,beat_2
3025,7,34,12,22,3.142857142857143,beat_2
3026,10,58,18,40,4.0,beat_2
3027,13,76,24,52,4.0,beat_2
3028,12,70,22,48,4.0,beat_2
3029,10,60,18,42,4.2,beat_2
3030,12,70,22,48,4.0,beat_2
3031,8,44,14,30,3.75,beat_2
3032,9,50,16,34,3.7777777777777777,beat_2
3033,8,44,14,30,3.75,beat_2
3034,9,54,16,38,4.222222222222222,beat_2
3035,13,78,24,54,4.153846153846154,beat_2
3036,5,20,8,12,2.4,beat_2
3037,7,36,12,24,3.4285714285714284,beat_2
3038,10,58,18,40,4.0,beat_2
3039,12,74,22,52,4.333333333333333,beat_2
3040,8,46,14,32,4.0,beat_2
3041,11,60,20,40,3.6363636363636362,beat_2
3042,11,62,20,42,3.8181818181818183,beat_2
3043,7,36,12,24,3.4285714285714284,beat_2
3044,5,20,8,12,2.4,beat_2
3045,10,60,18,42,4.2,fixed_1s
3046,9,52,16,36,4.0,beat_2
3047,10,60,18,42,4.2,beat_2
3048,12,70,22,48,4.0,beat_2
3049,9,52,16,36,4.0,beat_2
3050,12,64,22,42,3.5,beat_2
3051,12,74,22,52,4.333333333333333,beat_2
3052,10,58,18,40,4.0,beat_2
3053,10,58,18,40,4.0,beat_2
3054,10,58,18,40,4.0,fixed_1s
3055,11,68,20,48,4.363636363636363,beat_2
3056,11,68,20,48,4.363636363636363,beat_2
3057,8,44,14,30,3.75,beat_2
3058,12,66,22,44,3.6666666666666665,beat_2
3059,13,82,24,58,4.461538461538462,beat_2
3060,12,72,22,50,4.166666666666667,beat_2
3061,11,72,20,52,4.7272727272727275,beat_2
3062,8,42,14,28,3.5,beat_2
3063,13,72,24,48,3.6923076923076925,beat_2
3064,7,36,12,24,3.4285714285714284,beat_2
3065,10,60,18,42,4.2,beat_2
3066,11,60,20,40,3.6363636363636362,beat_2
3067,10,60,18,42,4.2,fixed_1s
3068,12,68,22,46,3.8333333333333335,beat_2
3069,14,88,26,62,4.428571428571429,beat_2
3070,10,62,18,44,4.4,beat_2
3071,12,76,22,54,4.5,beat_2
3072,10,56,18,38,3.8,beat_2
3073,10,58,18,40,4.0,beat_2
3074,8,46,14,32,4.0,beat_2
3075,10,58,18,40,4.0,beat_2
3076,11,68,20,48,4.363636363636363,beat_2
3077,10,62,18,44,4.4,beat_2
3078,14,86,26,60,4.285714285714286,beat_2
3079,12,70,22,48,4.0,beat_2
3080,11,60,20,40,3.6363636363636362,beat_2
3081,9,52,16,36,4.0,beat_2
3082,9,54,16,38,4.222222222222222,beat_2
3083,8,46,14,32,4.0,beat_2
3084,14,80,26,54,3.857142857142857,beat_2
3085,10,58,18,40,4.0,fixed_1s
3086,11,70,20,50,4.545454545454546,beat_2
3087,11,68,20,48,4.363636363636363,beat_2
3088,8,46,14,32,4.0,beat_2
3089,12,72,22,50,4.166666666666667,beat_2
3090,9,48,16,32,3.5555555555555554,beat_2
3091,8,46,14,32,4.0,beat_2
3092,10,52,18,34,3.4,beat_2
3093,11,62,20,42,3.8181818181818183,beat_2
3094,7,38,12,26,3.7142857142857144,beat_2
3095,12,68,22,46,3.8333333333333335,beat_2
3096,10,62,18,44,4.4,beat_2
3097,8,46,14,32,4.0,beat_2
3098,11,66,20,46,4.181818181818182,beat_2
3099,12,68,22,46,3.8333333333333335,beat_2
3100,14,78,26,52,3.7142857142857144,beat_2
3101,9,52,16,36,4.0,beat_2
3102,8,46,14,32,4.0,beat_2
3103,8,44,14,30,3.75,beat_2
3104,11,66,20,46,4.181818181818182,beat_2
3105,11,68,20,48,4.363636363636363,beat_2
3106,12,74,22,52,4.333333333333333,beat_2
3107,10,56,18,38,3.8,fixed_1s
3108,10,54,18,36,3.6,beat_2
3109,13,74,24,50,3.8461538461538463,beat_2
3110,9,54,16,38,4.222222222222222,beat_2
3111,10,60,18,42,4.2,beat_2
3112,10,60,18,42,4.2,beat_2
3113,10,56,18,38,3.8,fixed_1s
3114,13,82,24,58,4.461538461538462,beat_2
3115,14,88,26,62,4.428571428571429,beat_2
3116,11,64,20,44,4.0,beat_2
3117,6,30,10,20,3.3333333333333335,beat_2
3118,9,54,16,38,4.222222222222222,beat_2
3119,11,62,20,42,3.8181818181818183,beat_2
3120,15,78,28,50,3.3333333333333335,beat_2
3121,11,60,20,40,3.6363636363636362,beat_2
3122,7,36,12,24,3.4285714285714284,beat_2
3123,12,68,22,46,3.8333333333333335,beat_2
3124,8,44,14,30,3.75,beat_2
3125,6,30,10,20,3.3333333333333335,beat_2
3126,11,68,20,48,4.363636363636363,beat_2
3127,7,38,12,26,3.7142857142857144,beat_2
3128,13,74,24,50,3.8461538461538463,beat_2
3129,10,56,18,38,3.8,fixed_1s
3130,9,52,16,36,4.0,beat_2
3131,15,96,28,68,4.533333333333333,beat_2
3132,7,38,12,26,3.7142857142857144,beat_2
3133,6,30,10,20,3.3333333333333335,beat_2
3134,11,66,20,46,4.181818181818182,beat_2
3135,8,46,14,32,4.0,beat_2
3136,10,58,18,40,4.0,beat_2
3137,10,58,18,40,4.0,beat_2
3138,10,54,18,36,3.6,beat_2
3139,13,80,24,56,4.3076923076923075,beat_2
3140,8,44,14,30,3.75,beat_2
3141,13,80,24,56,4.3076923076923075,beat_2
3142,8,44,14,30,3.75,beat_2
3143,7,36,12,24,3.4285714285714284,beat_2
3144,8,44,14,30,3.75,beat_2
3145,7,38,12,26,3.7142857142857144,beat_2
3146,9,50,16,34,3.7777777777777777,beat_2
3147,14,78,26,52,3.7142857142857144,beat_2
3148,11,68,20,48,4.363636363636363,beat_2
3149,11,64,20,44,4.0,beat_2
3150,9,54,16,38,4.222222222222222,beat_2
3151,11,64,20,44,4.0,beat_2
3152,12,76,22,54,4.5,beat_2
3153,11,68,20,48,4.363636363636363,beat_2
3154,10,56,18,38,3.8,beat_2
3155,5,20,8,12,2.4,beat_2
3156,13,80,24,56,4.3076923076923075,beat_2
3157,8,44,14,30,3.75,beat_2
3158,13,72,24,48,3.6923076923076925,beat_2
3159,12,70,22,48,4.0,beat_2
3160,12,68,22,46,3.8333333333333335,beat_2
3161,13,74,24,50,3.8461538461538463,beat_2
3162,8,48,14,34,4.25,beat_2
3163,6,30,10,20,3.3333333333333335,beat_2
3164,6,30,10,20,3.3333333333333335,beat_2
3165,11,66,20,46,4.181818181818182,beat_2
3166,7,38,12,26,3.7142857142857144,beat_2
3167,5,20,8,12,2.4,beat_2
3168,11,66,20,46,4.181818181818182,beat_2
3169,16,104,30,74,4.625,beat_2
3170,9,54,16,38,4.222222222222222,beat_2
3171,9,54,16,38,4.222222222222222,beat_2
3172,10,58,18,40,4.0,beat_2
3173,9,50,16,34,3.7777777777777777,beat_2
3174,10,60,18,42,4.2,beat_2
3175,7,36,12,24,3.4285714285714284,beat_2
3176,10,58,18,40,4.0,beat_2
3177,11,62,20,42,3.8181818181818183,beat_2
3178,9,54,16,38,4.222222222222222,beat_2
3179,10,58,18,40,4.0,beat_2
3180,12,78,22,56,4.666666666666667,beat_2
3181,14,78,26,52,3.7142857142857144,beat_2
3182,11,60,20,40,3.6363636363636362,beat_2
3183,10,56,18,38,3.8,beat_2
3184,5,20,8,12,2.4,beat_2
3185,7,38,12,26,3.7142857142857144,beat_2
3186,11,60,20,40,3.6363636363636362,beat_2
3187,8,44,14,30,3.75,beat_2
3188,11,70,20,50,4.545454545454546,beat_2
3189,13,76,24,52,4.0,beat_2
3190,11,68,20,48,4.363636363636363,beat_2
3191,14,82,26,56,4.0,beat_2
3192,10,62,18,44,4.4,beat_2
3193,6,30,10,20,3.3333333333333335,beat_2
3194,7,36,12,24,3.4285714285714284,beat_2
3195,7,38,12,26,3.7142857142857144,beat_2
3196,9,48,16,32,3.5555555555555554,beat_2
3197,13,78,24,54,4.153846153846154,beat_2
3198,10,56,18,38,3.8,beat_2
3199,11,66,20,46,4.181818181818182,beat_2
3200,10,58,18,40,4.0,beat_2
3201,11,68,20,48,4.363636363636363,beat_2
3202,13,76,24,52,4.0,beat_2
3203,10,60,18,42,4.2,beat_2
3204,10,62,18,44,4.4,fixed_1s
3205,11,64,20,44,4.0,beat_2
3206,15,88,28,60,4.0,beat_2
3207,11,64,20,44,4.0,beat_2
3208,8,40,14,26,3.25,beat_2
3209,7,40,12,28,4.0,beat_2
3210,8,46,14,32,4.0,beat_2
3211,13,84,24,60,4.615384615384615,beat_2
3212,10,58,18,40,4.0,beat_2
3213,8,46,14,32,4.0,beat_2
3214,13,76,24,52,4.0,beat_2
3215,10,58,18,40,4.0,beat_2
3216,12,74,22,52,4.333333333333333,beat_2
3217,11,68,20,48,4.363636363636363,beat_2
3218,15,90,28,62,4.133333333333334,beat_2
3219,9,54,16,38,4.222222222222222,beat_2
3220,10,56,18,38,3.8,beat_2
3221,10,64,18,46,4.6,beat_2
3222,10,62,18,44,4.4,beat_2
3223,13,78,24,54,4.153846153846154,beat_2
3224,11,64,20,44,4.0,beat_2
3225,13,76,24,52,4.0,beat_2
3226,9,54,16,38,4.222222222222222,beat_2
3227,11,66,20,46,4.181818181818182,beat_2
3228,8,46,14,32,4.0,beat_2
3229,8,46,14,32,4.0,beat_2
3230,6,30,10,20,3.3333333333333335,beat_2
3231,11,66,20,46,4.181818181818182,beat_2
3232,10,54,18,36,3.6,beat_2
3233,12,66,22,44,3.6666666666666665,beat_2
3234,10,56,18,38,3.8,fixed_1s
3235,12,74,22,52,4.333333333333333,beat_2
3236,8,44,14,30,3.75,beat_2
3237,8,46,14,32,4.0,beat_2
3238,10,58,18,40,4.0,beat_2
3239,12,70,22,48,4.0,beat_2
3240,5,20,8,12,2.4,beat_2
3241,11,66,20,46,4.181818181818182,beat_2
3242,8,46,14,32,4.0,beat_2
3243,11,66,20,46,4.181818181818182,beat_2
3244,9,52,16,36,4.0,beat_2
3245,9,46,16,30,3.3333333333333335,beat_2
3246,14,84,26,58,4.142857142857143,beat_2
3247,11,66,20,46,4.181818181818182,beat_2
3248,10,58,18,40,4.0,beat_2
3249,10,60,18,42,4.2,beat_2
3250,11,66,20,46,4.181818181818182,beat_2
3251,7,36,12,24,3.4285714285714284,beat_2
3252,9,52,16,36,4.0,beat_2
3253,9,54,16,38,4.222222222222222,beat_2
3254,11,66,20,46,4.181818181818182,beat_2
3255,8,44,14,30,3.75,beat_2
3256,12,68,22,46,3.8333333333333335,beat_2
3257,13,74,24,50,3.8461538461538463,beat_2
3258,10,56,18,38,3.8,beat_2
3259,14,78,26,52,3.7142857142857144,beat_2
3260,11,64,20,44,4.0,beat_2
3261,10,62,18,44,4.4,beat_2
3262,14,86,26,60,4.285714285714286,beat_2
3263,10,58,18,40,4.0,beat_2
3264,8,44,14,30,3.75,beat_2
3265,11,62,20,42,3.8181818181818183,beat_2
3266,12,70,22,48,4.0,beat_2
3267,8,44,14,30,3.75,beat_2
3268,12,72,22,50,4.166666666666667,beat_2
3269,8,48,14,34,4.25,beat_2
3270,8,44,14,30,3.75,beat_2
3271,6,30,10,20,3.3333333333333335,beat_2
3272,11,68,20,48,4.363636363636363,beat_2
3273,10,54,18,36,3.6,beat_2
3274,12,68,22,46,3.8333333333333335,beat_2
3275,9,54,16,38,4.222222222222222,beat_2
3276,12,76,22,54,4.5,beat_2
3277,14,82,26,56,4.0,beat_2
3278,6,28,10,18,3.0,beat_2
3279,11,64,20,44,4.0,beat_2
3280,7,38,12,26,3.7142857142857144,beat_2
3281,10,52,18,34,3.4,beat_2
3282,11,68,20,48,4.363636363636363,beat_2
3283,7,38,12,26,3.7142857142857144,beat_2
3284,13,76,24,52,4.0,beat_2
3285,7,34,12,22,3.142857142857143,beat_2
3286,8,42,14,28,3.5,beat_2
3287,8,44,14,30,3.75,beat_2
3288,7,40,12,28,4.0,beat_2
3289,11,64,20,44,4.0,beat_2
3290,10,60,18,42,4.2,beat_2
3291,12,72,22,50,4.166666666666667,beat_2
3292,10,58,18,40,4.0,beat_2
3293,9,52,16,36,4.0,beat_2
3294,10,60,18,42,4.2,beat_2
3295,10,60,18,42,4.2,beat_2
3296,12,68,22,46,3.8333333333333335,beat_2
3297,7,40,12,28,4.0,beat_2
3298,8,46,14,32,4.0,beat_2
3299,13,82,24,58,4.461538461538462,beat_2
3300,7,38,12,26,3.7142857142857144,beat_2
3301,15,90,28,62,4.133333333333334,beat_2
3302,12,70,22,48,4.0,beat_2
3303,8,44,14,30,3.75,beat_2
3304,9,52,16,36,4.0,beat_2
3305,15,88,28,60,4.0,beat_2
3306,11,62,20,42,3.8181818181818183,beat_2
3307,11,66,20,46,4.181818181818182,beat_2
3308,12,72,22,50,4.166666666666667,beat_2
3309,12,68,22,46,3.8333333333333335,beat_2
3310,10,52,18,34,3.4,fixed_1s
3311,13,78,24,54,4.153846153846154,beat_2
