modality,embedding_dimension_1,embedding_dimension_2
audio,21.085442,32.840977
audio,-31.306946,-34.73272
audio,-13.580763,-7.213695
audio,-9.148226,-6.272518
audio,-14.004773,-4.2737117
audio,34.33181,14.938112
audio,35.668346,18.848291
text,-22.871098,18.544495
text,-35.914494,6.876491
text,-9.583374,26.376472
text,-7.7192674,36.69545
text,-36.033287,5.2964873
text,-17.951303,24.837372
text,10.912286,1.6040256
text,-3.7204132,35.06073
text,15.698004,22.405674
text,-12.402838,26.671719
text,-29.28571,14.856689
text,-36.78785,21.521461
text,-23.572428,9.799552
text,15.203718,2.7266538
text,-47.81486,3.9625711
text,-25.422085,20.454731
text,-19.266401,31.241497
text,2.2649062,-17.99644
text,5.526872,0.4343268
text,-4.8751884,31.865995
text,8.553712,33.34494
text,5.3379965,6.2000237
text,-23.80889,23.191257
text,15.982838,15.303323
text,-38.56708,19.335716
text,0.33964917,-29.022867
text,-39.439793,3.8270197
text,-1.5833663,-24.277729
text,3.991855,1.5272044
text,-38.535328,15.878115
text,24.322626,4.497822
text,10.586204,6.3033853
text,9.883143,23.642176
text,-20.961931,17.798136
text,6.6028605,-29.006702
text,-39.502792,20.056087
text,-17.592712,35.357166
text,-16.729012,37.30891
text,-43.58573,1.4615978
text,-47.254425,-0.06906665
text,-35.682182,25.161335
text,-14.2197,32.35466
text,-4.508243,32.14652
text,-39.017693,18.090925
text,22.58444,22.072126
text,-6.0825715,18.232649
text,15.162326,33.642605
text,-40.662636,11.305262
text,-5.9771886,-12.482126
text,13.267347,-4.4775333
text,-45.045994,7.8099675
text,13.924312,4.3246
text,5.055738,35.04706
text,13.5265255,1.7919067
text,-25.223934,5.7846837
text,1.6454399,-25.487736
text,45.855118,-12.481272
text,43.170883,-23.296333
text,8.185729,17.90747
text,26.915012,-10.797482
text,23.975622,22.98517
text,5.889533,26.867762
text,43.31608,-23.015152
text,-17.298506,9.710775
text,41.893208,26.158531
text,-46.925674,14.98283
text,-6.7436786,-13.275604
text,7.0345516,-9.141316
text,-6.101515,30.683569
text,-24.291725,17.547226
text,10.883805,28.03202
text,26.309675,3.2432418
text,17.551092,-29.768103
text,27.433846,-1.2824882
text,-5.1345344,-12.495699
text,16.271484,35.74085
text,-44.8314,6.610273
text,8.205809,12.207758
text,38.022243,-14.638255
text,-16.689468,35.18455
text,13.440789,12.819802
text,10.543911,-3.0455332
text,-10.584579,26.605396
text,-1.3035374,24.67253
text,-2.4992788,25.786407
text,36.30415,-9.160713
text,1.4979198,-13.231693
text,8.14764,-0.13119957
text,-6.6682954,23.760273
text,-48.86859,10.244883
text,14.781679,-28.469463
text,-35.597187,16.026997
text,29.20838,30.51576
text,-2.881108,26.84563
text,-48.423058,20.16603
text,5.45511,43.119564
text,-48.699257,13.405399
text,10.049445,21.402098
text,-3.2853136,1.227177
text,10.409772,-2.0539033
text,36.15792,-13.319774
text,11.4059515,-2.6777759
text,-48.36451,18.42329
text,5.072966,35.133957
text,36.96768,-12.052587
text,-15.28537,1.3730824
text,-23.473564,2.7764897
text,-49.23822,16.586115
text,-8.263717,-19.710049
text,16.067213,33.8139
text,29.97956,29.876606
text,36.548084,-5.3285713
text,10.013803,7.3148227
text,-0.30656213,-30.4056
text,41.71184,24.6114
text,-51.437622,7.3693094
text,46.717854,-12.267094
text,61.48149,11.362355
text,30.423397,29.836311
text,40.390778,26.235577
text,18.067736,28.199032
text,-27.751945,5.8652153
text,42.16359,25.693909
text,62.72661,11.701947
text,43.52523,3.7116146
text,37.42662,-7.3375797
text,-38.60006,21.077589
text,-13.274955,3.062395
text,-31.676498,9.519159
text,22.458643,21.161211
text,5.726901,26.57392
text,-54.186028,5.342553
text,23.430826,31.601017
text,41.5355,28.540472
text,1.3360174,-13.879052
text,13.714065,-28.790222
text,37.44367,-10.986545
text,42.000263,29.121754
text,5.70451,8.344883
text,5.883206,6.552913
text,36.5378,-5.4969044
text,46.6552,25.209936
text,-3.4462903,-17.837452
text,61.346916,6.326596
text,46.06513,-8.668413
text,-5.848259,-20.868649
text,7.4786425,-3.420722
text,-6.842551,6.8729553
text,-20.985064,15.54152
text,24.61585,27.203138
text,-46.55392,8.682807
text,-28.6251,9.344734
text,15.649889,7.3425636
text,-25.039948,18.83186
text,38.47521,21.47363
text,-41.41496,14.939727
text,14.123817,29.482067
text,7.177334,-14.154242
text,42.802986,-22.768763
text,-43.42118,11.52888
text,22.453617,11.590393
text,-16.37546,9.236992
text,29.05166,32.10286
text,-7.7861967,-12.931876
text,-16.209656,13.989155
text,54.79075,12.640121
text,44.50265,-13.236583
text,44.65114,-8.987784
text,11.576564,9.145328
text,1.897209,-27.068512
text,10.355281,5.326714
text,9.243728,13.411012
text,1.1790138,-6.724517
text,-1.5468075,23.322035
text,42.74623,-11.507795
text,53.998135,12.102645
text,-17.832052,35.537563
text,-15.044087,32.583412
text,-52.03454,5.241533
text,41.761795,23.01339
text,-15.319867,16.175343
text,-47.01396,15.650755
text,-36.6122,20.31791
text,48.19745,25.21884
text,-30.519236,18.959576
text,37.517223,-1.4435627
text,-49.83554,2.8964634
text,-22.46979,17.414875
text,41.85791,25.970848
text,44.809544,-13.135126
text,47.24593,-11.669548
text,59.058178,13.343671
text,20.379486,18.350805
text,13.324363,23.553425
text,-13.665597,11.564756
text,-22.70182,10.609917
text,-1.0438114,31.532503
text,-2.00434,-25.199358
text,10.667848,8.896105
text,41.417965,23.462698
text,-15.481091,13.768714
text,-15.587753,22.078705
text,-34.162113,3.1168017
text,10.877484,25.734648
text,-14.69368,7.390974
text,-11.8513775,7.4096317
text,46.993256,-8.268557
text,-4.3564043,-18.340332
text,-10.479234,4.5978327
text,5.109499,7.212135
text,59.55097,14.16415
text,45.293503,27.729485
text,-1.233222,36.284813
text,4.846532,1.096572
text,16.29978,5.852794
text,-30.96595,17.29634
text,17.945723,3.9682848
text,-3.5604067,-22.065876
text,-48.040497,12.709543
text,13.704333,27.340672
text,19.307331,24.633999
text,-10.150585,15.991664
text,4.5246572,15.379234
text,-27.882427,24.148811
text,-11.391026,23.401793
text,-23.176336,25.123438
text,-37.024883,3.9523168
text,-19.555931,19.980394
text,-9.874806,16.111181
text,-4.389343,-20.94349
text,-7.8108773,-12.629134
text,-37.156994,2.8508537
text,-27.245636,13.012213
text,15.470616,35.223385
text,-13.419199,0.40828562
text,10.860211,6.245767
text,-2.5023205,-20.256857
text,-38.239067,18.157354
text,-36.474834,4.6644397
text,12.909932,18.207457
text,7.973422,-0.41727594
text,-24.38317,17.96864
text,-31.351713,12.453708
text,-23.6675,20.531136
text,-18.491783,22.550817
text,9.3561535,12.063119
text,14.39125,28.442366
text,-33.733246,5.60219
text,-27.235825,5.6962156
text,-31.03811,3.936473
text,-36.892136,12.575983
text,-10.703781,32.160812
text,-10.374253,6.68784
text,-18.315577,16.645205
text,-2.6633396,32.954292
text,-33.678043,21.691525
text,0.038307603,23.12997
text,-18.36556,21.591951
text,-34.51363,13.734099
text,-11.737535,32.243916
text,37.239346,-11.739205
text,10.233817,3.2456183
text,-29.39762,9.278311
text,-23.132572,16.810211
text,-25.482828,10.842835
text,-29.507124,14.522916
text,-41.93803,19.089602
text,-47.219078,19.646828
text,3.497229,14.794339
text,-10.2268,24.784752
text,-24.87946,5.0725384
text,-39.55017,7.5218267
text,-21.319294,15.395125
text,9.233711,23.18972
text,8.5780325,7.677627
text,-17.12879,36.800823
text,-22.23928,32.94173
text,32.124847,25.839123
text,8.386222,18.213112
text,6.922121,11.981747
text,-18.4612,16.822124
text,0.55916625,-26.608782
text,3.8286092,-17.330124
text,10.721822,12.706781
text,18.450317,-9.925737
text,-42.502037,21.94425
text,-30.350294,11.072192
text,-41.45533,20.557312
text,-0.84597117,-26.657192
text,-46.05895,13.116958
text,-46.393078,21.657145
text,-5.840077,-20.591803
text,60.08566,15.079699
text,-0.99654084,23.994177
text,12.494364,32.916504
text,11.993984,9.146453
text,-8.244818,5.581765
text,-0.028808236,-17.851374
text,-21.35845,14.32071
text,-34.188732,6.517919
text,25.999458,22.051855
text,-48.75349,18.986437
text,22.264137,14.564213
text,0.91564465,16.616238
text,-0.49670485,36.627914
text,17.138735,6.5219874
text,-19.556349,37.425808
text,-45.08683,10.7008705
text,-44.162537,9.049693
text,-21.67849,21.197779
text,-46.57363,0.9194415
text,-43.01204,18.897839
text,-4.0885944,-31.424717
text,-21.478838,30.096373
text,-9.756389,32.571556
text,-35.39735,13.991536
text,-8.24584,36.070484
text,-2.871088,-31.090649
text,-48.905254,18.257942
text,-9.861111,-1.3147848
text,27.111717,2.3501155
text,-41.857765,5.7957263
text,-43.278618,14.882965
text,-47.143467,20.188972
text,-28.177301,16.330462
text,-8.6976595,28.874296
text,-23.510214,15.578752
text,-26.951794,11.320776
text,-4.2567067,33.158127
text,40.887444,-6.790359
text,-20.07865,17.310484
text,-38.920715,6.5167384
text,-35.563087,25.162113
text,6.477932,-0.9378019
text,7.9020805,12.384693
text,-5.628995,10.074492
text,-40.8147,18.86918
text,-29.578949,12.693638
text,24.18612,16.09845
text,9.739233,4.460279
text,-17.316778,21.251574
text,2.7819734,-25.73255
text,-54.40445,5.3115125
text,14.540908,30.743847
text,9.239758,11.485896
text,42.154976,-25.097324
text,-43.173477,5.088967
text,-32.37232,23.490643
text,1.571976,-14.531417
text,-9.869062,29.818295
text,-29.137785,10.400393
text,-24.997179,16.55801
text,-8.604704,33.62282
text,2.930771,36.577553
text,6.656289,-29.015594
text,-30.610857,19.809628
text,-11.101493,34.664703
text,17.079264,14.261601
text,4.7527733,8.661661
text,40.091335,36.18616
text,40.123928,24.38951
text,-0.76258516,13.860009
text,-46.0994,3.4875424
text,-53.306084,15.160126
text,7.4068027,4.9439793
text,-3.9414854,32.572433
text,59.6387,11.673757
text,-40.25042,13.639638
text,16.13089,26.607416
text,27.294895,2.2146294
text,17.906406,7.7968535
text,-15.6867485,19.614773
text,-1.3952973,13.784134
text,17.980953,6.828334
text,14.8233385,-10.581837
text,-12.556839,28.353098
text,-28.110214,12.33729
text,-10.123625,5.8973293
text,-11.794866,35.16417
text,-14.145578,20.19542
text,-36.32853,5.8665
text,-12.588371,29.78196
text,18.018692,5.909989
text,-24.706558,1.1495818
text,-27.609152,4.54371
text,12.580777,23.046453
text,-46.48968,13.654579
text,10.731184,-35.190376
text,-43.398823,13.691203
text,12.691832,36.00908
text,4.313609,22.874043
text,21.04901,-12.2715435
text,-20.702545,34.55105
text,-36.21371,17.211199
text,9.1937065,18.123877
text,-47.75207,18.70923
text,8.891235,36.46001
text,-39.774437,7.7909293
text,26.921831,-11.031875
text,-5.796143,33.92721
text,7.4472365,6.084621
text,10.494705,31.784578
text,-3.2123847,0.26453763
text,14.1564245,3.1947916
text,-39.466892,13.192351
text,-23.536724,31.098015
text,2.544113,14.31405
text,57.945705,0.115064576
text,1.9601743,-6.7589417
text,-40.398666,3.7690861
text,-28.269043,22.894613
text,18.563309,21.027538
text,-51.42144,21.085985
text,-11.445976,33.802395
text,14.209851,6.3250155
text,-25.697151,7.269024
text,40.685696,26.019392
text,-39.287838,10.5829735
text,-45.536613,21.581661
text,15.313424,15.387734
text,-18.214508,25.158743
text,56.96396,11.410243
text,-49.794525,3.3009968
text,-12.147796,12.221324
text,3.1928654,-23.180588
text,14.956735,14.289114
text,-22.926004,18.480614
text,20.222704,22.967268
text,3.3754187,35.937477
text,16.852726,7.2049575
text,12.18819,22.277004
text,21.151695,-12.747051
text,11.527056,32.25234
text,-27.763054,3.8081381
text,-34.473347,8.180114
text,8.481772,6.6808434
text,-31.732115,6.425617
text,-13.105905,8.906746
text,-43.371006,1.1612792
text,4.683954,18.807102
text,-14.655704,25.538725
text,-15.304667,27.37238
text,-48.782887,11.103661
text,9.895278,21.566936
text,11.642748,-8.252041
text,-2.175842,10.13845
text,-2.3981147,-24.263494
text,-24.472618,2.379705
text,-51.91546,16.160488
text,5.5739307,-3.6936324
text,-45.418602,13.074148
text,-27.322357,12.325643
text,-19.491444,18.101807
text,-9.443374,-18.38206
text,4.5268054,16.458675
text,-50.017387,6.78093
text,-23.308292,24.439869
text,-12.006692,24.122904
text,-32.042652,12.0184965
text,4.239431,19.346981
text,-46.10346,0.86216295
text,-51.79843,7.5606694
text,-38.38763,10.052643
text,-27.139704,8.637695
text,-13.27773,31.728119
text,6.530419,1.7996982
text,16.590952,4.177845
text,-31.962538,9.28186
text,-15.496321,32.595764
text,-8.613262,37.439835
text,-13.049323,-2.0403116
text,18.896196,23.759003
text,-23.0803,13.875983
text,60.409336,-0.21996516
text,54.554443,14.301348
text,45.952576,-11.607314
text,-5.348428,-24.211466
text,-44.264545,7.450255
text,7.258487,-0.4733646
text,-47.337902,4.961297
text,-24.440435,10.641115
text,-44.537518,16.55212
text,1.8591679,19.0656
text,-16.75818,18.50884
text,2.615968,-20.650072
text,21.302427,7.3465157
text,18.643202,21.202642
text,40.903282,0.32956403
text,-29.001986,11.569449
text,10.631183,2.0195596
text,45.09755,-9.240478
text,13.759845,-4.5303926
text,-26.024132,1.0114235
text,9.787943,10.422403
text,7.4405966,30.953938
text,-32.454582,22.65348
text,5.83119,15.141754
text,3.0724761,11.075067
text,-48.03996,16.036478
text,-43.00565,5.6255193
text,7.766646,8.172325
text,-25.235758,20.274038
text,41.212677,29.405931
text,20.833193,7.680933
text,-6.631234,23.86283
text,-41.04899,3.7167416
text,4.7411613,37.72176
text,-6.59298,30.506275
text,-41.04595,-0.5064683
text,24.918982,18.84135
text,41.19127,29.512909
text,58.93281,18.340248
text,24.950157,-8.266243
text,-43.569717,14.424552
text,-25.773401,12.346956
text,40.63107,-9.710155
text,27.776594,31.323832
text,-24.414701,30.798285
text,-6.1361017,36.111225
text,-25.921896,12.302058
text,-45.053482,6.1618576
text,43.348343,-22.17172
text,-19.092245,36.06622
text,-46.38461,4.4150696
text,-20.07243,31.472729
text,-8.72421,2.8065662
text,-31.65656,3.6502647
text,-36.97826,9.628314
text,43.18199,-23.597197
text,-5.7767015,-24.017376
text,42.326115,4.2402472
text,-10.3624,30.82988
text,4.818512,-1.1604182
text,14.319132,22.11376
text,15.880684,6.478228
text,60.3431,-1.4297827
text,-8.689898,0.10209183
text,-53.13682,5.5276093
text,11.071005,35.969337
text,62.916096,5.57366
text,-12.262943,26.640903
text,-5.1660075,2.49062
text,-19.024385,34.91613
text,1.5102702,-28.460598
text,42.737785,4.274387
text,-17.30354,17.857485
text,-13.022841,3.188388
text,19.449633,24.661474
text,-15.5326,2.1451535
text,45.948837,26.076014
text,-17.501446,19.332825
text,11.912169,6.8179107
text,-49.451355,12.011041
text,-41.175358,13.515142
text,0.20976414,-1.1112394
text,10.368585,7.174442
text,46.086662,26.100466
text,-18.17769,12.666377
text,-12.507303,31.89396
text,16.828327,5.302928
text,4.403941,37.16475
text,-26.435257,0.28141433
text,56.50661,13.1293545
text,-6.571044,32.98677
text,26.743681,33.578465
text,-19.597208,32.57756
text,14.99692,13.3363
text,28.103065,32.048157
text,12.218337,40.226337
text,-22.447077,30.81626
text,4.75769,5.424832
text,-7.0197926,-22.17052
text,-36.757088,15.703484
text,27.797915,33.137516
text,17.364166,15.339214
text,63.76785,11.454237
text,-4.3893948,27.831686
text,-38.441067,21.974115
text,-42.247276,19.291327
text,-32.039986,16.550697
text,-12.031531,28.611694
text,14.351189,33.301094
text,-40.748028,17.291803
text,39.218918,-14.049783
text,15.218672,-8.376964
text,60.460957,-1.6933966
text,-24.704975,1.8965263
text,-30.86207,5.0490327
text,-18.755411,6.616342
text,41.611137,-6.579805
text,-18.873322,6.7644067
text,13.44528,32.681282
text,-6.1286545,-23.111683
text,27.821936,-1.0162278
text,-19.026806,14.739473
text,-37.548553,19.045198
text,1.9586077,-23.553753
text,4.339315,17.97196
text,-18.623613,32.31212
text,-4.4392924,33.35586
text,-1.1150129,10.527039
text,-30.8689,14.550707
text,41.912163,-4.703628
text,26.62376,-11.803211
text,-2.3216336,-23.835752
text,-11.210166,20.431967
text,16.87555,35.139805
text,2.1012044,-15.5785675
text,-34.035767,4.2456007
text,3.6222663,18.208961
text,57.597584,7.480565
text,15.276309,2.440466
text,-13.727314,16.158918
text,4.802093,-1.326735
text,14.345991,22.265871
text,59.972355,13.295142
text,12.123079,15.756835
text,7.1538334,8.738451
text,-40.473583,14.994046
text,2.8975809,7.733776
text,0.54083365,-26.976425
text,-9.237119,7.032683
text,14.825023,-5.0796022
text,18.891851,14.441925
text,45.902744,27.78906
text,10.297118,-34.332718
text,57.848473,12.0950165
text,24.55056,-8.627439
text,56.68759,7.570797
text,-13.530626,36.109116
text,-42.907124,11.293709
text,-41.4373,1.9487292
text,-49.997837,2.5773282
text,-41.31404,14.058915
text,-5.6774907,29.045364
text,56.62524,-1.031999
text,-4.0694876,-29.79438
text,25.97836,4.2144814
text,12.577864,31.537506
text,-2.0198715,-16.882523
text,-29.249645,25.353523
text,43.1612,29.483091
text,61.090412,11.029844
text,42.135365,-13.246161
text,-47.129555,4.9298253
text,24.788387,8.063162
text,7.817625,4.9699297
text,-50.911694,20.637417
text,-29.63907,16.071167
text,25.630394,-15.850391
text,62.46479,5.5032845
text,-5.6467066,29.648405
text,12.368993,29.476841
text,-38.57991,8.380134
text,3.526603,-21.504732
text,21.276062,24.39324
text,1.7212094,-7.0431185
text,39.0497,23.34074
text,-45.28637,15.295078
text,45.428524,-11.3637085
text,-10.52191,32.777782
text,20.365442,18.369268
text,39.212482,21.76103
text,32.365498,6.0427475
text,8.894402,1.8654068
text,5.4822893,25.890741
text,39.060345,-14.107631
text,8.924833,35.04136
text,25.055723,-7.83764
text,2.6284797,17.10155
text,17.94826,8.030621
text,-34.00568,24.115377
text,6.3721547,-21.124174
text,-21.74537,12.385483
text,60.399208,13.112744
text,-3.3081448,-30.955673
text,-13.542363,8.44074
text,-13.325126,10.176672
text,53.87806,14.97247
text,16.8985,13.9549265
text,12.984179,4.7093472
text,10.667818,34.214153
text,57.32627,16.118214
text,12.250149,40.257587
text,5.278347,-23.207338
text,63.606754,6.3104634
text,-10.011426,35.236904
text,12.7417,-3.341894
text,39.004124,-15.559949
text,56.716236,8.459947
text,-20.865288,20.205708
text,17.823711,35.18606
text,-12.079334,28.249277
text,61.656124,7.804222
text,3.7717104,-21.508127
text,-13.706442,13.781116
text,12.031553,16.207188
text,5.357138,9.988695
text,2.9600306,-22.732088
text,-51.046043,17.638708
text,-28.794937,18.024725
text,-16.183651,22.61081
text,-6.312282,5.9078755
text,-39.678722,21.678804
text,-5.129856,34.560764
text,-1.4164563,-17.037941
text,15.755082,34.682976
text,-26.636417,7.565611
text,-27.771942,12.213086
text,15.921067,16.488237
text,-24.775087,5.404074
text,-49.303894,13.229362
text,19.602465,20.565577
text,-35.818634,20.758673
text,-9.859298,29.836922
text,-32.83526,18.32029
text,-9.70952,4.7637124
text,58.712772,11.934377
text,-28.50106,8.225149
text,58.848385,11.096797
text,12.978351,-29.05486
text,-35.56001,19.749834
text,58.64055,8.043146
text,0.3107117,-4.3157406
text,-45.964928,23.796629
text,-45.72779,7.232668
text,-30.502935,3.4216883
text,12.892788,-28.04513
text,10.556029,36.195477
text,-7.672474,5.523586
text,-2.0963256,32.162605
text,-12.318715,24.683279
text,-40.708218,21.066532
text,9.363478,1.946839
text,-18.012636,12.509759
text,18.59994,-9.95772
text,5.7474127,-20.107462
text,29.200686,31.106234
text,-1.2258568,-30.145632
text,28.303492,35.969215
text,36.229733,-13.522428
text,10.536876,34.265656
text,-1.8163042,29.78109
text,4.8267117,8.795969
text,59.826504,12.404871
text,3.262879,35.432976
text,58.341988,10.792756
text,57.868366,9.756471
text,-48.357185,12.682839
text,-38.919464,16.104567
text,9.130016,21.409891
text,-20.206182,22.13109
text,27.616634,33.96224
text,13.906292,-4.392254
text,-18.564123,25.749937
text,-5.5184875,1.7455804
text,6.5526404,13.781921
text,-44.29926,11.675109
text,6.328008,3.9292154
text,34.561993,-10.107284
text,43.807346,28.21454
text,56.90131,17.921785
text,1.9889026,-23.994713
text,-32.04775,14.417693
text,42.005276,-6.4727836
text,-5.8782187,14.042999
text,1.3150647,-7.4205537
text,1.7360208,-22.310623
text,24.023039,-7.5085387
text,42.614105,28.057875
text,0.4296368,-5.41157
text,62.213726,5.6372967
text,-37.92634,8.414145
text,-27.047075,9.799877
text,-8.726784,35.600704
text,-51.711124,16.9518
text,5.88106,-5.8816657
text,61.493877,13.742148
text,40.335922,-9.930634
text,-5.3241153,6.026527
text,9.256278,33.82337
text,-23.931385,22.597265
text,-24.84836,9.507541
text,-16.574707,23.090683
text,29.985662,32.02376
text,-19.629583,18.703796
text,-48.915573,0.98252976
text,11.338142,35.875523
text,-38.88801,10.362114
text,-3.5260136,35.638084
text,28.89129,25.73329
text,34.029114,36.2448
text,-9.282095,-18.536644
text,6.222818,-20.575386
text,10.413155,-3.0188503
text,-16.704151,5.534099
text,30.233015,28.622276
text,-21.288626,14.21481
text,5.9841585,19.480972
text,2.6745546,-26.785442
text,-29.463938,15.764355
text,11.130925,26.60086
text,17.794018,-11.485391
text,-22.164457,31.918015
text,-17.995995,9.920326
text,10.937811,27.577898
text,25.496698,4.0250874
text,-17.240309,15.724946
text,12.678131,15.534004
text,9.125778,31.242535
text,-47.85414,1.0389031
text,28.271914,30.412966
text,56.32433,-0.97633994
text,-46.353077,10.78151
text,-15.964166,12.788663
text,6.2543263,-23.163015
text,58.164967,9.6161995
text,-20.832071,29.961378
text,10.626706,17.867903
text,37.081203,-9.652556
text,-45.711628,8.33869
text,-7.4246492,34.33728
text,-1.8442868,30.792078
text,-15.599887,7.008925
text,-21.401104,17.182177
text,9.963504,19.925907
text,-14.656587,8.502834
text,-0.015760478,36.70919
text,26.292114,33.660366
text,2.8157687,-1.343445
text,4.808421,1.0279518
text,-16.746166,14.161184
text,-13.6992235,14.367878
text,57.425716,15.640422
text,3.460826,-4.5845466
text,42.308884,27.415623
text,39.689934,23.891132
text,-35.763535,22.121668
text,1.2400955,-25.083862
text,-25.8027,1.9615726
text,5.316312,7.9346957
text,-34.898117,13.8306055
text,-13.766921,2.2995446
text,-12.303119,10.724959
text,-6.695444,6.093458
text,40.73929,-12.618712
text,-7.7951593,0.0922266
text,60.503548,9.949928
text,-9.375821,-13.799343
text,-15.531528,1.6945477
text,22.670818,22.197968
text,-47.272026,12.042365
text,-34.628307,7.1895113
text,-29.622404,13.542416
text,43.82926,-7.6846185
text,-8.102298,4.4395313
text,-15.32533,1.0950286
text,4.621798,-5.557
text,33.211975,-3.7770088
text,-41.63332,7.4589524
text,27.772057,33.148632
text,0.18080927,-6.5711403
text,12.020913,29.84844
text,18.691374,28.589493
text,6.5952377,13.477842
text,43.049847,25.797178
text,9.293961,27.87379
text,-17.162384,18.346813
text,-44.529274,12.064406
text,-22.99647,9.292001
text,11.527856,15.599731
text,-27.858097,23.991634
text,35.9949,-12.356274
text,23.914791,26.960846
text,-33.313118,5.231125
text,57.997032,13.194865
text,59.575806,15.709218
text,58.408283,13.789625
text,4.4536424,-5.463685
text,7.637577,-1.5766274
text,-13.305424,11.140704
text,-14.554412,3.3493073
text,58.951904,10.060316
text,2.45103,-18.9954
text,-16.750492,15.738766
text,-6.557679,-23.65975
text,44.655132,30.128176
text,0.59001845,16.285847
text,5.7275352,-2.152571
text,-13.46556,20.310389
text,-12.809702,8.860171
text,17.410942,15.689464
text,6.726396,19.75146
text,-33.13891,21.865547
text,-46.093082,15.132084
text,25.602236,-15.736881
text,-49.508335,7.1135798
text,-34.364323,15.650527
text,-3.3188467,0.6942547
text,-7.3582554,0.13434821
text,25.206907,7.669542
text,0.2597058,-24.756586
text,57.24741,7.388413
text,-8.737412,-13.5155325
text,-15.659694,25.214249
text,60.467285,8.439932
text,-45.530235,21.47528
text,47.436504,-13.961025
text,-47.74966,6.1834855
text,5.4649677,-19.578402
text,-9.1362505,29.761837
text,21.68028,23.898283
text,-5.39307,1.379138
text,5.3970647,-18.99012
text,-41.0459,9.882585
text,-46.018597,6.602558
text,10.281099,20.25758
text,4.7483864,-5.136036
text,19.359615,14.369255
text,-7.440186,-20.55596
text,-4.415485,-18.425106
text,-8.919005,37.775368
text,9.106302,27.960487
text,2.3602245,7.9094353
text,-13.6425085,21.205805
text,41.53701,-12.805465
text,-6.7991896,-18.405645
text,59.920555,10.599563
text,-42.3364,8.243815
text,57.743904,16.931934
text,12.449393,-29.83916
text,-16.077684,4.049184
text,-42.442024,18.158192
text,-50.493744,17.598202
text,46.390224,25.015558
text,-5.6897197,9.99829
text,-14.920889,7.9004745
text,-21.559793,19.139694
text,45.84381,-8.800056
text,15.362369,12.863464
text,-3.8830888,6.35018
text,13.662101,5.738386
text,-50.69864,3.2521777
text,13.44879,-8.321707
text,9.970418,30.430592
text,-3.066245,22.42419
text,54.19102,12.156056
text,43.22153,23.936695
text,-32.535152,8.488905
text,45.224186,26.000696
text,-37.564865,11.923955
text,-44.111404,5.890567
text,34.675526,-13.138528
text,-4.8603826,33.715645
text,-13.167973,0.5880253
text,-15.755733,17.415861
text,58.907433,12.442379
text,-49.321533,0.5353528
text,-24.269297,9.153471
text,10.80976,-0.048665404
text,40.497505,-9.027755
text,-42.456043,2.470349
text,11.592773,28.36159
text,-17.867516,11.912631
text,-7.888734,8.709382
text,1.0314537,0.3430273
text,29.612803,26.474838
text,7.5990458,22.10507
text,15.778903,26.552176
